Product SKU (FILL IN),Video ID,Video Title,Video URL,Published Date,Duration,Category (FILL IN),Notes
"","8plcoZSrLF4","Product Highlights for the 2025 AHR Expo","https://www.youtube.com/watch?v=8plcoZSrLF4","2025-02-05","PT1M51S","",""
"","yznb3bVaFDk","AHR 2025 - Meet BAPI's Booth Team","https://www.youtube.com/watch?v=yznb3bVaFDk","2025-01-29","PT27S","",""
"","ly4qcWaHHmg","Visit BAPI at the 2025 AHR Expo!","https://www.youtube.com/watch?v=ly4qcWaHHmg","2025-01-17","PT1M23S","",""
"","mSMI_VoPkNU","Backplanes for ETA","https://www.youtube.com/watch?v=mSMI_VoPkNU","2024-09-23","PT57S","",""
"","xmEC7_yvN0A","3324VC Voltage Converter","https://www.youtube.com/watch?v=xmEC7_yvN0A","2024-09-19","PT44S","",""
"","1JxA6vWkTSw","Fixed Range Pressure Sensor","https://www.youtube.com/watch?v=1JxA6vWkTSw","2024-09-18","PT36S","",""
"","I-5nAcxDDls","Pierceable Knockout Plugs","https://www.youtube.com/watch?v=I-5nAcxDDls","2024-09-17","PT35S","",""
"","FER_CsSUkBo","Digital CO & NO2 Sensor","https://www.youtube.com/watch?v=FER_CsSUkBo","2024-09-13","PT29S","",""
"","LTWOaKa1Hds","RPTR - RS-485 Network Repeater","https://www.youtube.com/watch?v=LTWOaKa1Hds","2024-08-23","PT57S","",""
"","UE0HLV9xBXA","SOX - RS-485 Fiber Optic Transceiver for Single Mode Cable","https://www.youtube.com/watch?v=UE0HLV9xBXA","2024-08-23","PT57S","",""
"","Yv0IM-0m5C0","FOX - RS-485 Fiber Optic Transceiver for Multi-Mode Cable","https://www.youtube.com/watch?v=Yv0IM-0m5C0","2024-08-23","PT1M","",""
"","mWh2_O3qL58","R49 - Relay Interface, 9 Output","https://www.youtube.com/watch?v=mWh2_O3qL58","2024-08-19","PT49S","",""
"","DJYi9ljKa7s","MXV - Dry Switch Monitor, Voltage Output","https://www.youtube.com/watch?v=DJYi9ljKa7s","2024-08-15","PT37S","",""
"","X6LdBTqJIBM","DS6R - Dry Switch Monitor (Resistive Output)","https://www.youtube.com/watch?v=X6LdBTqJIBM","2024-08-15","PT37S","",""
"","ZOUAfEMSVBs","DS8 - Discrete Summary Module (8 Input)","https://www.youtube.com/watch?v=ZOUAfEMSVBs","2024-08-15","PT49S","",""
"","-toMnUYNOBc","EA2 - Modulating Damper Actuator Interface","https://www.youtube.com/watch?v=-toMnUYNOBc","2024-08-14","PT53S","",""
"","9IVL4XEhyuA","EA1 - Two Position Damper Actuator Interface","https://www.youtube.com/watch?v=9IVL4XEhyuA","2024-08-14","PT56S","",""
"","Q2P29YwXX-c","BAPI Adaptor Plates for Room Sensors","https://www.youtube.com/watch?v=Q2P29YwXX-c","2024-08-01","PT36S","",""
"","B7zkMneI6Bo","BAPI Flexible Probe Bracket","https://www.youtube.com/watch?v=B7zkMneI6Bo","2024-07-31","PT28S","",""
"","vUi0OPTmRP0","BAPI Light Level Sensor","https://www.youtube.com/watch?v=vUi0OPTmRP0","2024-07-17","PT25S","",""
"","1d4134GnIbQ","BAPI Door Monitor Alarm","https://www.youtube.com/watch?v=1d4134GnIbQ","2024-07-15","PT39S","",""
"","PYJP61_quec","BAPI PS17RF, PS18RF & PS19RF Power Supplies","https://www.youtube.com/watch?v=PYJP61_quec","2024-06-28","PT29S","",""
"","bFgRQeAs8Vk","BAPI Refrigerant Leak Detectors","https://www.youtube.com/watch?v=bFgRQeAs8Vk","2024-06-26","PT30S","",""
"","vF8j7pbZAV0","BAPI Pressure Switches","https://www.youtube.com/watch?v=vF8j7pbZAV0","2024-06-25","PT41S","",""
"","sHtZWZTjEvk","BAPI Remote Surface Sensors","https://www.youtube.com/watch?v=sHtZWZTjEvk","2024-06-21","PT43S","",""
"","5ruRcHD4V2Q","BAPI Submersible Duct Transmitters","https://www.youtube.com/watch?v=5ruRcHD4V2Q","2024-06-20","PT34S","",""
"","mv85fyNFDFw","BAPI Submersible Duct Sensors","https://www.youtube.com/watch?v=mv85fyNFDFw","2024-06-20","PT32S","",""
"","WwDPtDqiXIA","BAPI Submersible Averaging Transmitters","https://www.youtube.com/watch?v=WwDPtDqiXIA","2024-06-19","PT31S","",""
"","w7H1pOE2ISE","BAPI Submersible Averaging Sensors","https://www.youtube.com/watch?v=w7H1pOE2ISE","2024-06-19","PT33S","",""
"","apYV5rZ5yeQ","BAPI Rigid Averaging Transmitters","https://www.youtube.com/watch?v=apYV5rZ5yeQ","2024-06-19","PT33S","",""
"","ZUpl2HUyOhQ","BAPI Duct Rigid Averaging Sensors","https://www.youtube.com/watch?v=ZUpl2HUyOhQ","2024-06-17","PT31S","",""
"","zSGQd5A2VyQ","BAPI Remote Probe Transmitters","https://www.youtube.com/watch?v=zSGQd5A2VyQ","2024-06-17","PT31S","",""
"","lig3i6v6nbo","BAPI Remote Probe Sensors","https://www.youtube.com/watch?v=lig3i6v6nbo","2024-06-17","PT37S","",""
"","ZzPyukGpYig","BAPI Thermobuffer Transmitters","https://www.youtube.com/watch?v=ZzPyukGpYig","2024-06-14","PT37S","",""
"","BXyvFCjPAwI","BAPI Concave Remote Transmitter","https://www.youtube.com/watch?v=BXyvFCjPAwI","2024-06-12","PT35S","",""
"","g6UOu8zYNKE","BAPI Concave Remote Probes","https://www.youtube.com/watch?v=g6UOu8zYNKE","2024-06-12","PT38S","",""
"","xPuH_NgKOV8","BAPI Strap Temperature Transmitters","https://www.youtube.com/watch?v=xPuH_NgKOV8","2024-06-06","PT38S","",""
"","JJ_eEjwe_JI","BAPI Immersion Transmitters","https://www.youtube.com/watch?v=JJ_eEjwe_JI","2024-06-05","PT31S","",""
"","61nulHuxpCk","BAPI Duct Averaging Transmitters","https://www.youtube.com/watch?v=61nulHuxpCk","2024-06-05","PT31S","",""
"","eMPhjXq70-4","BAPI Duct Temperature Transmitters","https://www.youtube.com/watch?v=eMPhjXq70-4","2024-06-04","PT30S","",""
"","aMj9kNh3k5Y","BAPI Wireless HVAC Sensors","https://www.youtube.com/watch?v=aMj9kNh3k5Y","2024-05-29","PT49S","",""
"","KirI2n6F4Pc","BAPI Pressure Pickup Ports","https://www.youtube.com/watch?v=KirI2n6F4Pc","2024-05-17","PT36S","",""
"","Oz1KR9ZKD_A","BAPI Wall Plate Sensors","https://www.youtube.com/watch?v=Oz1KR9ZKD_A","2024-05-16","PT33S","",""
"","h3Z-8ukUd9c","BAPI Thermobuffer Sensors","https://www.youtube.com/watch?v=h3Z-8ukUd9c","2024-05-16","PT33S","",""
"","DTDm6EQcGOY","BAPI Particulate Matter Sensors","https://www.youtube.com/watch?v=DTDm6EQcGOY","2024-05-14","PT33S","",""
"","lSisbSZSY94","BAPI Programmable NO2 Sensors","https://www.youtube.com/watch?v=lSisbSZSY94","2024-05-14","PT33S","",""
"","zb_eY5M4x2Q","BAPI-Guard Thermostat Protector","https://www.youtube.com/watch?v=zb_eY5M4x2Q","2024-05-13","PT30S","",""
"","I8fRWyxl2As","VC350A-EZ Voltage Converter","https://www.youtube.com/watch?v=I8fRWyxl2As","2024-05-10","PT31S","",""
"","Dtr7NTkw4BA","BAPI Water Leak Detectors","https://www.youtube.com/watch?v=Dtr7NTkw4BA","2024-05-08","PT34S","",""
"","ozhndvjDQtQ","BAPI Carbon Monoxide (CO) Sensors","https://www.youtube.com/watch?v=ozhndvjDQtQ","2024-05-07","PT36S","",""
"","5hKIUVb_SHQ","BAPI VOC Duct and Rough Service Sensors","https://www.youtube.com/watch?v=5hKIUVb_SHQ","2024-05-06","PT28S","",""
"","ieVGoeOmrg0","BAPI CO2 Duct and Rough Service Sensors","https://www.youtube.com/watch?v=ieVGoeOmrg0","2024-05-06","PT28S","",""
"","T4CpwAxjsvI","BAPI Duct Humidity Sensors","https://www.youtube.com/watch?v=T4CpwAxjsvI","2024-05-03","PT29S","",""
"","Ea7zQ5XaiZw","BAPI Weather Shade","https://www.youtube.com/watch?v=Ea7zQ5XaiZw","2024-05-02","PT29S","",""
"","NuuReKWn2ak","BAPI Decora Sensor","https://www.youtube.com/watch?v=NuuReKWn2ak","2024-05-01","PT28S","",""
"","K_zzUrRoKZg","BAPI CO2 Quantum Sensors","https://www.youtube.com/watch?v=K_zzUrRoKZg","2024-04-30","PT41S","",""
"","qkjD2IebyQE","BAPI VOC Quantum Sensors","https://www.youtube.com/watch?v=qkjD2IebyQE","2024-04-30","PT38S","",""
"","09iowt2yVME","BAPI Blu-Test Test Instruments","https://www.youtube.com/watch?v=09iowt2yVME","2024-04-26","PT57S","",""
"","FN3w99eD44U","BAPI Button Sensor","https://www.youtube.com/watch?v=FN3w99eD44U","2024-04-25","PT31S","",""
"","twQS7fOK2SQ","BAPI Strap Sensors","https://www.youtube.com/watch?v=twQS7fOK2SQ","2024-04-24","PT36S","",""
"","49chgGDlFwI","BAPI Pressure Sensors","https://www.youtube.com/watch?v=49chgGDlFwI","2024-04-23","PT33S","",""
"","ku2AMjsupuE","BAPI-Stat ""Quantum Prime"" Sensor","https://www.youtube.com/watch?v=ku2AMjsupuE","2024-04-18","PT33S","",""
"","ammSvr8KVpw","BAPI-Stat ""Quantum"" Sensors","https://www.youtube.com/watch?v=ammSvr8KVpw","2024-04-17","PT32S","",""
"","zOs8G16YQ3A","BAPI Immersion Sensors","https://www.youtube.com/watch?v=zOs8G16YQ3A","2024-04-15","PT31S","",""
"","1NKVr93KecI","BAPI Duct Averaging Sensors","https://www.youtube.com/watch?v=1NKVr93KecI","2024-04-15","PT30S","",""
"","px-f682fNJ0","BAPI Outside Air Sensors","https://www.youtube.com/watch?v=px-f682fNJ0","2024-04-15","PT30S","",""
"","30474DlBkWM","BAPI Duct Temperature Sensors","https://www.youtube.com/watch?v=30474DlBkWM","2024-04-15","PT30S","",""
"","rbPPCWY23Pk","2024 Upcoming Tradeshows","https://www.youtube.com/watch?v=rbPPCWY23Pk","2024-02-23","PT46S","",""
"","Sz6bpgkQ-Us","Celebrating Manufacturing Month: Elevating Manufacturing with Automation","https://www.youtube.com/watch?v=Sz6bpgkQ-Us","2023-10-30","PT51S","",""
"","saHP90u9q4E","Celebrating Manufacturing Month: People Building Sensors","https://www.youtube.com/watch?v=saHP90u9q4E","2023-10-23","PT47S","",""
"","RV04pXS_H8Q","BAPI's 30th Anniversary Celebration","https://www.youtube.com/watch?v=RV04pXS_H8Q","2023-10-19","PT2M53S","",""
"","Q603MLgaHn4","30th Anniversary: HQ Locations Over The Years","https://www.youtube.com/watch?v=Q603MLgaHn4","2023-08-15","PT1M46S","",""
"","DacwE8oepgY","30 Years of  Innovation","https://www.youtube.com/watch?v=DacwE8oepgY","2023-07-11","PT2M11S","",""
"","D2m-TCk1Q_A","""Changing the way you think about sensors...""","https://www.youtube.com/watch?v=D2m-TCk1Q_A","2020-12-22","PT1M36S","",""
"","1gpR7-12PdQ","Eagle Cave","https://www.youtube.com/watch?v=1gpR7-12PdQ","2019-12-04","PT2M52S","",""
"","FFA_BNTO0Yc","Stump Dodger","https://www.youtube.com/watch?v=FFA_BNTO0Yc","2019-12-04","PT3M6S","",""
"","Kh25_0jk3E4","Bald Eagles","https://www.youtube.com/watch?v=Kh25_0jk3E4","2019-12-04","PT2M33S","",""
"","KyC2vO1ih0k","Maple Sugaring","https://www.youtube.com/watch?v=KyC2vO1ih0k","2019-12-04","PT3M16S","",""
"","WVIUP9Idlrw","Wild Turkey","https://www.youtube.com/watch?v=WVIUP9Idlrw","2019-12-02","PT2M52S","",""
"","_dQhJnq_dnw","Ice Fishing Day","https://www.youtube.com/watch?v=_dQhJnq_dnw","2019-12-02","PT2M36S","",""
"","TPoKOpPzJsA","Snocross & Ski Jump","https://www.youtube.com/watch?v=TPoKOpPzJsA","2019-12-02","PT3M5S","",""
"","Dg34TcLqTKk","Tainter Creek Days","https://www.youtube.com/watch?v=Dg34TcLqTKk","2019-12-02","PT2M52S","",""
"","zrV_5f4jvPM","The Kickapoo","https://www.youtube.com/watch?v=zrV_5f4jvPM","2019-12-02","PT2M25S","",""
"","aK7byMXnHFo","Fall Colors","https://www.youtube.com/watch?v=aK7byMXnHFo","2019-12-02","PT1M44S","",""
"","shFpIQJRHoM","Apple Festival","https://www.youtube.com/watch?v=shFpIQJRHoM","2019-12-02","PT1M55S","",""
"","gVYnHdSdEjc","Apple Orchards","https://www.youtube.com/watch?v=gVYnHdSdEjc","2019-12-02","PT2M18S","",""
"","y7EfSNnB5F0","BAPI product showcase Central Europe 25th timeline","https://www.youtube.com/watch?v=y7EfSNnB5F0","2019-02-25","PT5M51S","",""
"","2I0lsSYPnEA","Winter Fest at KVR","https://www.youtube.com/watch?v=2I0lsSYPnEA","2018-12-04","PT1M3S","",""
"","TN08kv5ok7g","Driftless Art Fest","https://www.youtube.com/watch?v=TN08kv5ok7g","2018-12-04","PT1M5S","",""
"","tMvuYd4xyPQ","Ice Caves","https://www.youtube.com/watch?v=tMvuYd4xyPQ","2018-12-04","PT1M5S","",""
"","HiNSASgp_gM","Dam Challenge Triathlon","https://www.youtube.com/watch?v=HiNSASgp_gM","2018-12-04","PT1M41S","",""
"","WhOO9DWjpJU","Ribbon Clouds","https://www.youtube.com/watch?v=WhOO9DWjpJU","2018-12-04","PT1M4S","",""
"","J6FKVVCMb0I","Fire Dancing","https://www.youtube.com/watch?v=J6FKVVCMb0I","2018-12-04","PT2M17S","",""
"","U9UvMxIjX3A","Utica Church","https://www.youtube.com/watch?v=U9UvMxIjX3A","2018-12-04","PT1M13S","",""
"","RZIS1JfBZcI","Unique Birds of the Kickapoo","https://www.youtube.com/watch?v=RZIS1JfBZcI","2018-12-04","PT1M17S","",""
"","J0Lvm6WHW3Y","Wild West Days","https://www.youtube.com/watch?v=J0Lvm6WHW3Y","2018-12-04","PT1M17S","",""
"","q0UCGmdHUOo","Harvest Fest","https://www.youtube.com/watch?v=q0UCGmdHUOo","2018-12-04","PT2M15S","",""
"","t4m9OJai8VE","Red and Gold","https://www.youtube.com/watch?v=t4m9OJai8VE","2018-12-04","PT1M16S","",""
"","sKMYaQq6ox0","The Changing Cornfields","https://www.youtube.com/watch?v=sKMYaQq6ox0","2018-12-04","PT1M25S","",""
"","R6qRVO0_Kno","Gays Mills Applefest","https://www.youtube.com/watch?v=R6qRVO0_Kno","2017-12-07","PT56S","",""
"","Q3qDh6kHhgw","Red, Orange & Gold","https://www.youtube.com/watch?v=Q3qDh6kHhgw","2017-12-07","PT1M4S","",""
"","9wa88tJBnzM","Corn Harvest","https://www.youtube.com/watch?v=9wa88tJBnzM","2017-12-07","PT58S","",""
"","4A2TnbzKe94","Wisconsin County Fairs","https://www.youtube.com/watch?v=4A2TnbzKe94","2017-12-07","PT1M","",""
"","XvGzsZ1oaLs","Local Farmers Markets","https://www.youtube.com/watch?v=XvGzsZ1oaLs","2017-12-07","PT59S","",""
"","klTn6vl3K2g","The Kickapoo River","https://www.youtube.com/watch?v=klTn6vl3K2g","2017-12-07","PT1M4S","",""
"","UjZGOJydQ8Y","Family Dairy Farming","https://www.youtube.com/watch?v=UjZGOJydQ8Y","2017-12-07","PT1M4S","",""
"","fCJfrQkYUUM","Local Mountain Biking","https://www.youtube.com/watch?v=fCJfrQkYUUM","2017-12-07","PT1M4S","",""
"","dC72JYDrcC4","Sidie Hollow Lake","https://www.youtube.com/watch?v=dC72JYDrcC4","2017-12-07","PT1M4S","",""
"","cqtnwxd0Frs","Area Fly Fishing","https://www.youtube.com/watch?v=cqtnwxd0Frs","2017-12-07","PT1M4S","",""
"","QKjD6MGmsgw","Mississippi Lock & Dam","https://www.youtube.com/watch?v=QKjD6MGmsgw","2017-12-07","PT1M3S","",""
"","kc70qWpi2eM","The Apple Harvest","https://www.youtube.com/watch?v=kc70qWpi2eM","2017-12-06","PT1M5S","",""
"","3oCwTItSCi4","BAPI Volatile Organic Compound Sensors - The Benefits of VOC over CO2 Ventilation","https://www.youtube.com/watch?v=3oCwTItSCi4","2016-06-17","PT1M16S","",""
"","SLcUALXZcLY","CO2 Sensor - How Barometric Pressure Compensation Increases the Accuracy of CO2 Sensors","https://www.youtube.com/watch?v=SLcUALXZcLY","2013-08-27","PT6M24S","",""
"","GuaMW7PIObo","VOC Sensor - In-depth comparison of a VOC sensor vs a CO2 Sensor for Demand Controlled Ventilation","https://www.youtube.com/watch?v=GuaMW7PIObo","2011-07-11","PT10M55S","",""
"","GzmJewFEqPw","The Story of BAPI","https://www.youtube.com/watch?v=GzmJewFEqPw","2011-05-03","PT2M42S","",""
"","UBm6k7xAdXU","Wireless System - A Glimpse at Some Locations Using BAPI's System","https://www.youtube.com/watch?v=UBm6k7xAdXU","2010-09-01","PT3M37S","",""
"","GF5zs4u3AOk","BAPI-Guard - Thermostat Protector Survives Cricket Bat Assault","https://www.youtube.com/watch?v=GF5zs4u3AOk","2010-08-02","PT1M10S","",""
"","QRvt9CamkQE","Clean-Cut Tool for BAPI-Boxes - Overview","https://www.youtube.com/watch?v=QRvt9CamkQE","2010-02-24","PT1M5S","",""
"","amXX_WhfOsY","Wireless System - Cornell U Features BAPI System Solar Decathlon SiloHouse","https://www.youtube.com/watch?v=amXX_WhfOsY","2010-01-15","PT5M","",""
"","FkQHeol6NQs","Adaptor Plates for Retrofits - Overview","https://www.youtube.com/watch?v=FkQHeol6NQs","2009-09-10","PT54S","",""
"","ZK6-wPpU6GM","Decora Style Room Sensor - Overview","https://www.youtube.com/watch?v=ZK6-wPpU6GM","2009-09-09","PT1M23S","",""
"","7WCJmLKWFOw","BAPI-Box and BAPI-Box 2 Polycarbonate Enclosures - Overview","https://www.youtube.com/watch?v=7WCJmLKWFOw","2009-07-17","PT1M9S","",""
"","6tWHd6p6rzQ","Flexible Probe Brackets for Averaging Sensors - Overview","https://www.youtube.com/watch?v=6tWHd6p6rzQ","2009-07-08","PT55S","",""
"","nyIva9cVHGA","BAPI-Guard - Thermostat Protector Survives Baseball Bat Assault","https://www.youtube.com/watch?v=nyIva9cVHGA","2009-06-03","PT1M11S","",""